ID,adj.P.Val,P.Value,t,B,logFC,Gene.symbol,Gene.title
A_24_P195629,2.85E-02,3.21E-03,3.17,-2.13171,9.61E-01,,
A_23_P257503,2.85E-02,3.21E-03,-3.17,-2.131937,-6.57E-01,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1
A_32_P48066,2.86E-02,3.22E-03,3.17,-2.133077,9.87E-01,,
A_24_P302833,2.86E-02,3.22E-03,-3.17,-2.133306,-1.05,APPL1,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 1"
A_24_P500584,2.86E-02,3.22E-03,-3.17,-2.13484,-6.51,XIST,X inactive specific transcript (non-protein coding)
A_23_P50710,2.87E-02,3.23E-03,-3.17,-2.136636,-2.48,CYP4F2,cytochrome P450 family 4 subfamily F member 2
A_24_P166211,2.87E-02,3.23E-03,-3.17,-2.13689,-8.68E-01,DNAJC21,DnaJ heat shock protein family (Hsp40) member C21
A_24_P356218,2.87E-02,3.23E-03,3.17,-2.137422,8.64E-01,ARL6IP1,ADP ribosylation factor like GTPase 6 interacting protein 1
A_23_P15639,2.87E-02,3.23E-03,3.17,-2.137856,8.50E-01,C17orf75,chromosome 17 open reading frame 75
A_24_P237613,2.87E-02,3.23E-03,3.17,-2.137895,1.11,USP12,ubiquitin specific peptidase 12
A_23_P39647,2.87E-02,3.24E-03,3.17,-2.140185,1.25,SLC4A3,solute carrier family 4 member 3
A_23_P117068,2.87E-02,3.24E-03,3.17,-2.140451,7.18E-01,SNRPF,small nuclear ribonucleoprotein polypeptide F
A_23_P48669,2.87E-02,3.24E-03,3.17,-2.140698,1.89,CDKN3,cyclin dependent kinase inhibitor 3
A_24_P100387,2.87E-02,3.24E-03,-3.17,-2.141104,-1.68,GK,glycerol kinase
A_32_P160793,2.88E-02,3.25E-03,3.17,-2.141547,1.48,,
A_23_P259955,2.88E-02,3.25E-03,3.17,-2.14179,1.18,GDF5,growth differentiation factor 5
A_32_P19797,2.88E-02,3.25E-03,-3.17,-2.14307,-1.14,,
A_32_P78059,2.88E-02,3.26E-03,-3.16,-2.144619,-1.88,MYO1H,myosin IH
A_23_P212204,2.89E-02,3.26E-03,-3.16,-2.145938,-1.41,SETD5,SET domain containing 5
A_23_P252636,2.89E-02,3.27E-03,3.16,-2.147208,7.86E-01,CSNK1G1,casein kinase 1 gamma 1
A_23_P153745,2.89E-02,3.27E-03,3.16,-2.147394,1.26,IFI30,"IFI30, lysosomal thiol reductase"
A_24_P195669,2.89E-02,3.27E-03,-3.16,-2.148103,-1.6,MYO15B,myosin XVB
A_23_P409168,2.89E-02,3.27E-03,-3.16,-2.149142,-1.18,NBEAL2,neurobeachin like 2
A_24_P153456,2.89E-02,3.27E-03,-3.16,-2.149333,-2.57,ZDHHC11,zinc finger DHHC-type containing 11
A_23_P48350,2.89E-02,3.27E-03,-3.16,-2.149754,-2.19,CLDN10,claudin 10
A_23_P155351,2.90E-02,3.28E-03,-3.16,-2.150457,-1.12,BTD,biotinidase
A_23_P135417,2.90E-02,3.28E-03,-3.16,-2.151187,-3.15,GSTA1,glutathione S-transferase alpha 1
A_24_P324787,2.91E-02,3.29E-03,-3.16,-2.155056,-9.98E-01,KANK2,KN motif and ankyrin repeat domains 2
A_32_P148710,2.91E-02,3.29E-03,3.16,-2.155255,1.01,CFL1,cofilin 1
A_23_P23411,2.91E-02,3.29E-03,3.16,-2.155363,7.87E-01,PRCC,papillary renal cell carcinoma (translocation-associated)
A_32_P92117,2.91E-02,3.30E-03,-3.16,-2.155816,-9.39E-01,,
A_24_P794447,2.91E-02,3.30E-03,-3.16,-2.156534,-1.61,MIR100HG,mir-100-let-7a-2 cluster host gene
A_24_P607107,2.91E-02,3.30E-03,3.16,-2.156758,8.34E-01,,
A_23_P344853,2.91E-02,3.30E-03,3.16,-2.156958,8.37E-01,WDR43,WD repeat domain 43
A_24_P127192,2.91E-02,3.30E-03,3.16,-2.157238,1.13,,
A_23_P80940,2.91E-02,3.30E-03,3.16,-2.157452,1.13,PPAT,phosphoribosyl pyrophosphate amidotransferase
A_24_P109633,2.91E-02,3.30E-03,3.16,-2.158126,1.51,ITPK1,inositol-tetrakisphosphate 1-kinase
A_24_P171268,2.92E-02,3.31E-03,-3.16,-2.159509,-1.13,RASSF5,Ras association domain family member 5
A_23_P143981,2.92E-02,3.31E-03,-3.16,-2.160935,-2,FBLN2,fibulin 2
A_32_P164916,2.92E-02,3.32E-03,3.16,-2.16193,2.5,,
A_23_P3496,2.93E-02,3.32E-03,-3.16,-2.162775,-8.51E-01,SPSB3,splA/ryanodine receptor domain and SOCS box containing 3
A_23_P371794,2.93E-02,3.32E-03,-3.16,-2.163169,-1.74,CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
A_23_P368909,2.93E-02,3.33E-03,3.16,-2.164676,1.59,LINC00346,long intergenic non-protein coding RNA 346
A_23_P209232,2.93E-02,3.33E-03,-3.16,-2.165236,-8.55E-01,CLIP4,CAP-Gly domain containing linker protein family member 4
A_24_P240584,2.93E-02,3.33E-03,3.16,-2.166256,9.44E-01,MFSD4B,major facilitator superfamily domain containing 4B
A_24_P927815,2.94E-02,3.34E-03,3.16,-2.167061,9.27E-01,HNRNPA1L2,heterogeneous nuclear ribonucleoprotein A1-like 2
A_23_P88194,2.94E-02,3.34E-03,3.16,-2.167852,8.25E-01,GEMIN2,gem nuclear organelle associated protein 2
A_32_P55462,2.94E-02,3.34E-03,-3.15,-2.168853,-1.28,ZFR2,zinc finger RNA binding protein 2
A_23_P314712,2.94E-02,3.35E-03,3.15,-2.169801,2.39,CABYR,calcium binding tyrosine phosphorylation regulated
A_24_P269687,2.94E-02,3.35E-03,3.15,-2.169857,8.14E-01,TOR1A,torsin family 1 member A
A_23_P377616,2.95E-02,3.35E-03,-3.15,-2.171839,-1.58,CIRBP,cold inducible RNA binding protein
A_23_P85922,2.96E-02,3.36E-03,3.15,-2.174809,1.75,BMP8A,bone morphogenetic protein 8a
A_23_P81770,2.96E-02,3.36E-03,3.15,-2.17482,8.22E-01,PTP4A1,"protein tyrosine phosphatase type IVA, member 1"
A_24_P101771,2.96E-02,3.37E-03,3.15,-2.17538,1.36,,
A_23_P200443,2.96E-02,3.37E-03,3.15,-2.175406,9.13E-01,SHC1,SHC adaptor protein 1
A_23_P38952,2.96E-02,3.37E-03,-3.15,-2.176156,-1.97,ACER1,alkaline ceramidase 1
A_23_P29769,2.96E-02,3.37E-03,-3.15,-2.176601,-1.11,WWTR1,WW domain containing transcription regulator 1
A_23_P6085,2.96E-02,3.37E-03,3.15,-2.177059,1.47,SLC23A2,solute carrier family 23 member 2
A_23_P61447,2.96E-02,3.37E-03,-3.15,-2.17729,-7.51E-01,ETFDH,electron transfer flavoprotein dehydrogenase
A_23_P67089,2.96E-02,3.37E-03,-3.15,-2.177388,-1.44,ZNF772,zinc finger protein 772
A_24_P74828,2.96E-02,3.37E-03,-3.15,-2.177773,-1.48,MT1JP,"metallothionein 1J, pseudogene"
A_23_P117059,2.96E-02,3.38E-03,-3.15,-2.178415,-2.4,SLC16A7,solute carrier family 16 member 7
A_24_P691826,2.96E-02,3.38E-03,-3.15,-2.17849,-2.8,,
A_24_P333077,2.96E-02,3.38E-03,3.15,-2.178799,1.4,,
A_23_P170901,2.96E-02,3.38E-03,-3.15,-2.179382,-1.71,PACRG,PARK2 coregulated
A_23_P122254,2.96E-02,3.38E-03,3.15,-2.179388,5.99E-01,NUP153,nucleoporin 153
A_24_P186346,2.96E-02,3.38E-03,-3.15,-2.179576,-9.05E-01,ANAPC1,anaphase promoting complex subunit 1
A_24_P129417,2.96E-02,3.38E-03,3.15,-2.180107,1.45,BMP1,bone morphogenetic protein 1
A_23_P214330,2.97E-02,3.40E-03,3.15,-2.183449,1.37,SERPINB1,serpin family B member 1
A_23_P17724,2.97E-02,3.40E-03,-3.15,-2.183633,-1.94,Sep-05,septin 5
A_32_P227525,2.98E-02,3.40E-03,-3.15,-2.18513,-1.39,,
A_23_P101943,2.98E-02,3.40E-03,-3.15,-2.185609,-1.28,ARL5A,ADP ribosylation factor like GTPase 5A
A_23_P203488,2.98E-02,3.41E-03,-3.15,-2.186695,-1,SMPD1,sphingomyelin phosphodiesterase 1
A_23_P34800,2.98E-02,3.41E-03,3.15,-2.186885,1.09,NASP,nuclear autoantigenic sperm protein
A_23_P69720,2.98E-02,3.41E-03,3.15,-2.187344,8.17E-01,ANXA5,annexin A5
A_23_P37535,2.99E-02,3.42E-03,3.15,-2.189245,1.31,RAB8B,"RAB8B, member RAS oncogene family"
A_23_P85598,3.00E-02,3.43E-03,-3.15,-2.192402,-1.26,COQ8A,coenzyme Q8A
A_23_P346311,3.00E-02,3.43E-03,3.14,-2.193468,1.01,BAX,"BCL2 associated X, apoptosis regulator"
A_24_P110827,3.00E-02,3.44E-03,-3.14,-2.19452,-1.49,,
A_23_P82859,3.01E-02,3.44E-03,3.14,-2.19647,9.57E-01,OSGIN2,oxidative stress induced growth inhibitor family member 2
A_23_P81241,3.01E-02,3.44E-03,3.14,-2.196639,7.46E-01,NDFIP1,Nedd4 family interacting protein 1
A_23_P156180,3.02E-02,3.45E-03,3.14,-2.199426,1.36,SLC22A4,solute carrier family 22 member 4
A_24_P10214,3.02E-02,3.46E-03,-3.14,-2.200013,-2.33,STXBP6,syntaxin binding protein 6
A_23_P74799,3.03E-02,3.47E-03,3.14,-2.203101,8.28E-01,SLC25A24,solute carrier family 25 member 24
A_24_P761490,3.03E-02,3.47E-03,3.14,-2.204093,1.2,,
A_23_P26511,3.03E-02,3.48E-03,-3.14,-2.205024,-2.64,GDPD3,glycerophosphodiester phosphodiesterase domain containing 3
A_32_P226186,3.04E-02,3.48E-03,-3.14,-2.205955,-2.03,KIAA1549,KIAA1549
A_23_P83414,3.04E-02,3.48E-03,-3.14,-2.206346,-1.29,PPP1CB,protein phosphatase 1 catalytic subunit beta
A_32_P12232,3.04E-02,3.48E-03,-3.14,-2.207244,-1.8,BNC2,basonuclin 2
A_23_P83368,3.04E-02,3.48E-03,-3.14,-2.207389,-1.47,WWOX,WW domain containing oxidoreductase
A_24_P16610,3.04E-02,3.49E-03,-3.14,-2.20818,-8.42E-01,ZNRF1,"zinc and ring finger 1, E3 ubiquitin protein ligase"
A_32_P128773,3.04E-02,3.49E-03,-3.14,-2.209172,-1.21,,
A_24_P206679,3.05E-02,3.50E-03,-3.14,-2.211475,-1.42,MBL2,mannose binding lectin 2
A_23_P26583,3.05E-02,3.50E-03,3.14,-2.21159,1.58,NLRC5,NLR family CARD domain containing 5
A_24_P942161,3.05E-02,3.50E-03,-3.14,-2.211814,-1.51,NRAP,nebulin related anchoring protein
A_23_P20502,3.05E-02,3.51E-03,3.14,-2.212892,1.17,SLC39A4,solute carrier family 39 member 4
A_24_P16913,3.05E-02,3.51E-03,3.14,-2.213525,1.5,ABCC4,ATP binding cassette subfamily C member 4
A_23_P9621,3.05E-02,3.51E-03,3.14,-2.213919,1.54,ELF4,E74 like ETS transcription factor 4
A_24_P124558,3.05E-02,3.51E-03,3.14,-2.214064,1.84,HOXC8,homeobox C8
A_23_P108143,3.05E-02,3.51E-03,-3.14,-2.214084,-2.37,GAMT,guanidinoacetate N-methyltransferase
A_23_P19226,3.05E-02,3.51E-03,3.14,-2.214229,1.06,DSE,dermatan sulfate epimerase
A_24_P941336,3.05E-02,3.51E-03,3.14,-2.214678,7.61E-01,TSR1,"TSR1, ribosome maturation factor"
A_23_P420831,3.06E-02,3.51E-03,3.14,-2.215403,1.88,TRIM10,tripartite motif containing 10
A_23_P206441,3.06E-02,3.52E-03,3.14,-2.217024,1.07,FANCA,Fanconi anemia complementation group A
A_24_P943781,3.06E-02,3.52E-03,-3.14,-2.21722,-2,CPED1,cadherin like and PC-esterase domain containing 1
A_24_P677734,3.06E-02,3.52E-03,-3.14,-2.217432,-1.14,OIP5-AS1,OIP5 antisense RNA 1
A_24_P337388,3.06E-02,3.52E-03,3.13,-2.217937,7.85E-01,Mar-06,membrane associated ring-CH-type finger 6
A_23_P218918,3.06E-02,3.53E-03,-3.13,-2.218198,-1.74,FGF2,fibroblast growth factor 2
A_24_P90216,3.06E-02,3.53E-03,-3.13,-2.218258,-8.14E-01,LGR4,leucine rich repeat containing G protein-coupled receptor 4
A_23_P109201,3.06E-02,3.53E-03,3.13,-2.218384,9.61E-01,APMAP,adipocyte plasma membrane associated protein
A_32_P223747,3.06E-02,3.53E-03,-3.13,-2.21856,-2.37,,
A_23_P127891,3.06E-02,3.53E-03,-3.13,-2.219193,-2.11,BDNF,brain derived neurotrophic factor
A_23_P423864,3.07E-02,3.54E-03,3.13,-2.220724,7.88E-01,PHC2,polyhomeotic homolog 2
A_32_P406028,3.07E-02,3.54E-03,-3.13,-2.221638,-1.76,FLJ37035,uncharacterized LOC399821
A_32_P211045,3.07E-02,3.54E-03,3.13,-2.222249,1.07,DHFR,dihydrofolate reductase
A_23_P123905,3.07E-02,3.54E-03,3.13,-2.222898,1.03,EXOSC3,exosome component 3
A_24_P673968,3.07E-02,3.54E-03,-3.13,-2.223135,-1.37,,
A_23_P15582,3.07E-02,3.55E-03,3.13,-2.22388,9.18E-01,XYLT2,xylosyltransferase 2
A_32_P72067,3.07E-02,3.55E-03,-3.13,-2.223915,-2.59,ARHGAP24,Rho GTPase activating protein 24
A_23_P165668,3.07E-02,3.55E-03,3.13,-2.22433,1.21,SLC35F5,solute carrier family 35 member F5
A_24_P399888,3.07E-02,3.55E-03,3.13,-2.224439,1.38,CENPM,centromere protein M
A_32_P183718,3.09E-02,3.57E-03,-3.13,-2.229452,-2.84,SP5,Sp5 transcription factor
A_23_P385771,3.09E-02,3.57E-03,-3.13,-2.229529,-7.53E-01,PAOX,polyamine oxidase (exo-N4-amino)
A_32_P98435,3.09E-02,3.57E-03,-3.13,-2.230033,-9.20E-01,,
A_23_P157136,3.09E-02,3.57E-03,-3.13,-2.23097,-2.08,SCIN,scinderin
A_24_P199655,3.09E-02,3.58E-03,3.13,-2.231301,8.58E-01,VANGL1,VANGL planar cell polarity protein 1
A_24_P283225,3.09E-02,3.58E-03,-3.13,-2.231606,-1.11,MYO6,myosin VI
A_23_P119789,3.10E-02,3.58E-03,3.13,-2.232284,9.46E-01,TMEM185B,transmembrane protein 185B
A_32_P46191,3.10E-02,3.59E-03,-3.13,-2.233988,-9.46E-01,ZNF727,zinc finger protein 727
A_23_P107214,3.11E-02,3.60E-03,3.13,-2.237488,5.60E-01,RAB5C,"RAB5C, member RAS oncogene family"
A_24_P593724,3.11E-02,3.60E-03,3.13,-2.237591,1.66,,
A_23_P253762,3.12E-02,3.61E-03,3.13,-2.239288,1.41,,
A_23_P99496,3.12E-02,3.61E-03,-3.13,-2.239356,-1.91,MCF2L,MCF.2 cell line derived transforming sequence like
A_24_P19268,3.12E-02,3.61E-03,-3.13,-2.239643,-8.88E-01,ZNF714,zinc finger protein 714
A_23_P436138,3.12E-02,3.61E-03,-3.13,-2.241353,-8.94E-01,MAX,MYC associated factor X
A_23_P110585,3.12E-02,3.62E-03,3.12,-2.242196,9.79E-01,PRELID2,PRELI domain containing 2
A_32_P132477,3.13E-02,3.62E-03,3.12,-2.243073,9.28E-01,,
A_23_P154627,3.13E-02,3.62E-03,-3.12,-2.243363,-1.32,TSHZ2,teashirt zinc finger homeobox 2
A_24_P134266,3.13E-02,3.62E-03,3.12,-2.24341,9.26E-01,BSG,basigin (Ok blood group)
A_23_P82334,3.13E-02,3.62E-03,3.12,-2.243491,8.04E-01,SLC25A13,solute carrier family 25 member 13
A_23_P1072,3.13E-02,3.63E-03,3.12,-2.244619,1.07,ATP1A1,ATPase Na+/K+ transporting subunit alpha 1
A_23_P45831,3.13E-02,3.63E-03,3.12,-2.245223,8.11E-01,CHD1L,chromodomain helicase DNA binding protein 1 like
A_23_P55846,3.13E-02,3.64E-03,3.12,-2.246555,1.03,TPM3P9,tropomyosin 3 pseudogene 9
A_32_P204048,3.14E-02,3.64E-03,-3.12,-2.247218,-1.5,MBNL3,muscleblind like splicing regulator 3
A_23_P48886,3.14E-02,3.65E-03,3.12,-2.24953,1.13,ADAM10,ADAM metallopeptidase domain 10
A_24_P895836,3.14E-02,3.65E-03,-3.12,-2.250497,-3.03,LOC105379426,ankyrin repeat domain-containing protein 20A2
A_24_P826485,3.14E-02,3.65E-03,-3.12,-2.250517,-1.07,,
A_23_P402899,3.15E-02,3.65E-03,3.12,-2.251347,1.22,SLFN5,schlafen family member 5
A_23_P321349,3.15E-02,3.66E-03,3.12,-2.251594,1.02,SAAL1,serum amyloid A like 1
A_23_P30614,3.15E-02,3.66E-03,-3.12,-2.252023,-1.73,PLN,phospholamban
A_23_P164237,3.15E-02,3.66E-03,3.12,-2.252582,8.02E-01,UTP6,"UTP6, small subunit processome component"
A_32_P48526,3.15E-02,3.66E-03,-3.12,-2.253407,-1.21,,
A_23_P2355,3.15E-02,3.66E-03,3.12,-2.253611,8.31E-01,CBX5,chromobox 5
A_23_P46812,3.15E-02,3.67E-03,-3.12,-2.254752,-1.1,CPEB3,cytoplasmic polyadenylation element binding protein 3
A_32_P29806,3.15E-02,3.67E-03,-3.12,-2.254772,-8.62E-01,CRADD,CASP2 and RIPK1 domain containing adaptor with death domain
A_23_P352932,3.15E-02,3.67E-03,-3.12,-2.255064,-1.92,SORCS1,sortilin related VPS10 domain containing receptor 1
A_23_P200160,3.15E-02,3.67E-03,-3.12,-2.25532,-1.36,CFH,complement factor H
A_23_P144224,3.16E-02,3.67E-03,3.12,-2.256179,8.50E-01,SEC62,"SEC62 homolog, preprotein translocation factor"
A_24_P20873,3.16E-02,3.68E-03,3.12,-2.257941,1.01,HIST1H4I,"histone cluster 1, H4i"
A_32_P83203,3.16E-02,3.68E-03,-3.12,-2.258372,-1.7,PARD3B,par-3 family cell polarity regulator beta
A_32_P149288,3.16E-02,3.68E-03,-3.12,-2.258505,-1.51,KIF1C,kinesin family member 1C
A_23_P143526,3.16E-02,3.68E-03,-3.12,-2.258517,-1.79,S100B,S100 calcium binding protein B
A_32_P119348,3.17E-02,3.69E-03,-3.12,-2.259874,-1.5,BICC1,BicC family RNA binding protein 1
A_23_P87827,3.17E-02,3.69E-03,-3.12,-2.260181,-1.02,UNC119B,unc-119 lipid binding chaperone B
A_32_P50973,3.17E-02,3.70E-03,-3.12,-2.262521,-2.49,,
A_24_P349648,3.17E-02,3.70E-03,3.12,-2.262645,1.3,,
A_24_P349151,3.17E-02,3.70E-03,3.12,-2.262653,1.06,SASS6,SAS-6 centriolar assembly protein
A_23_P326913,3.17E-02,3.70E-03,-3.12,-2.263437,-1.94,PRUNE2,prune homolog 2
A_23_P111194,3.18E-02,3.70E-03,3.12,-2.263704,1.86,SPDEF,SAM pointed domain containing ETS transcription factor
A_24_P195714,3.19E-02,3.72E-03,3.11,-2.266865,9.06E-01,,
A_23_P351069,3.19E-02,3.72E-03,3.11,-2.268119,1.78,SOCS3,suppressor of cytokine signaling 3
A_32_P136376,3.19E-02,3.72E-03,3.11,-2.268272,2.01,LINC00958,long intergenic non-protein coding RNA 958
